dataset	pathway	direction	padj	source
Happ2023	NUCLEAR TRANSCRIBED MRNA CATABOLIC PROCESS	down	0.005918529214719834	GO_BP_RNA
Happ2023	NUCLEAR TRANSPORT	down	0.010378381967284763	GO_BP_RNA
Happ2023	NUCLEIC ACID CATABOLIC PROCESS	down	0.02818568506989344	GO_BP_RNA
Happ2023	NUCLEOBASE CONTAINING COMPOUND TRANSPORT	down	0.009956360829979024	GO_BP_RNA
Happ2023	NUCLEOSOME ORGANIZATION	down	0.03448078289508565	GO_BP_RNA
Happ2023	NUCLEUS ORGANIZATION	down	0.04409962821005649	GO_BP_RNA
Happ2023	ORGANELLE FISSION	down	8.686977198013502e-10	GO_BP_RNA
Happ2023	ORGAN OR TISSUE SPECIFIC IMMUNE RESPONSE	down	0.007827606363394598	GO_BP_RNA
Happ2023	PEPTIDYL AMINO ACID MODIFICATION	down	0.003827837555207118	GO_BP_RNA
Happ2023	PEPTIDYL TYROSINE MODIFICATION	down	0.02951217771979511	GO_BP_RNA
Happ2023	PERIPHERAL NERVOUS SYSTEM NEURON DIFFERENTIATION	up	0.038374759535353985	GO_BP_RNA
Happ2023	PERK MEDIATED UNFOLDED PROTEIN RESPONSE	down	0.041671698531826014	GO_BP_RNA
Happ2023	PLACENTA DEVELOPMENT	down	0.007543286192897054	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CELL CYCLE	down	5.039910496129793e-6	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CELL CYCLE PHASE TRANSITION	down	0.012017045462215962	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CELL CYCLE PROCESS	down	4.553254116937889e-5	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CHROMOSOME ORGANIZATION	down	7.934986172204877e-4	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CHROMOSOME SEPARATION	down	0.01296437934468201	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY	down	0.04530025270335775	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF DNA METABOLIC PROCESS	down	1.8343683576252867e-4	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF EXCITATORY POSTSYNAPTIC POTENTIAL	up	0.0033589344876596553	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF INTERLEUKIN 4 PRODUCTION	down	0.017956126712218794	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF MITOTIC CELL CYCLE	down	0.017352967910868097	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF MONOATOMIC ION TRANSPORT	up	0.029751615158927464	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF ORGANELLE ORGANIZATION	down	0.015480715779335089	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF ORGAN GROWTH	down	0.04390301954784046	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF PROGRAMMED CELL DEATH	down	0.007178025220005367	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF SYNAPSE ASSEMBLY	up	5.112372910458785e-4	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF SYNAPTIC TRANSMISSION	up	0.007178025220005367	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF TELOMERE MAINTENANCE	down	0.006789087543605326	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF TRANSLATION	down	0.03770511141112815	GO_BP_RNA
Happ2023	POSTSYNAPSE ORGANIZATION	up	0.015667608896779706	GO_BP_RNA
Happ2023	POST TRANSCRIPTIONAL REGULATION OF GENE EXPRESSION	down	1.967586722031736e-6	GO_BP_RNA
Happ2023	POTASSIUM ION TRANSPORT	up	0.047364844434029045	GO_BP_RNA
Happ2023	PROTEASOME MEDIATED UBIQUITIN DEPENDENT PROTEIN CATABOLIC PROCESS	down	0.021530578854258058	GO_BP_RNA
Happ2023	PROTEIN DNA COMPLEX ORGANIZATION	down	1.8886203949987688e-5	GO_BP_RNA
Happ2023	PROTEIN FOLDING	down	0.0030825541640232693	GO_BP_RNA
Happ2023	PROTEIN FOLDING IN ENDOPLASMIC RETICULUM	down	0.03569970488146897	GO_BP_RNA
Happ2023	PROTEIN LOCALIZATION TO CELL JUNCTION	up	0.012573394409237756	GO_BP_RNA
Happ2023	PROTEIN LOCALIZATION TO CHROMOSOME	down	0.00886811008134493	GO_BP_RNA
Happ2023	PROTEIN LOCALIZATION TO CHROMOSOME CENTROMERIC REGION	down	0.029335042937457662	GO_BP_RNA
Happ2023	PROTEIN MATURATION	down	0.005531731364928682	GO_BP_RNA
Happ2023	PROTEIN N LINKED GLYCOSYLATION	down	0.013798920010752641	GO_BP_RNA
Happ2023	PROTEIN RNA COMPLEX ORGANIZATION	down	4.888207566869544e-4	GO_BP_RNA
Happ2023	RECOMBINATIONAL REPAIR	down	0.0024167982225547185	GO_BP_RNA
Happ2023	REGULATION OF ANATOMICAL STRUCTURE SIZE	up	0.00539138570031854	GO_BP_RNA
Happ2023	REGULATION OF APOPTOTIC SIGNALING PATHWAY	down	2.7607445503041838e-5	GO_BP_RNA
Happ2023	REGULATION OF AUTOPHAGY	down	0.011953284654084802	GO_BP_RNA
Happ2023	REGULATION OF BINDING	down	0.010806341379128509	GO_BP_RNA
Happ2023	REGULATION OF BLOOD CIRCULATION	up	0.022308111387208122	GO_BP_RNA
Happ2023	REGULATION OF CATECHOLAMINE SECRETION	up	0.020985176928867	GO_BP_RNA
Happ2023	REGULATION OF CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS	down	0.04390301954784046	GO_BP_RNA
Happ2023	REGULATION OF CELL CYCLE G2 M PHASE TRANSITION	down	0.007583543675657559	GO_BP_RNA
Happ2023	REGULATION OF CELL CYCLE PHASE TRANSITION	down	4.214169761080923e-5	GO_BP_RNA
Happ2023	REGULATION OF CHROMOSOME ORGANIZATION	down	3.38244349888379e-7	GO_BP_RNA
Happ2023	REGULATION OF CHROMOSOME SEGREGATION	down	1.8343683576252867e-4	GO_BP_RNA
Happ2023	REGULATION OF CYTOSOLIC CALCIUM ION CONCENTRATION	up	0.021974511850856904	GO_BP_RNA
Happ2023	REGULATION OF DNA BINDING	down	0.04409962821005649	GO_BP_RNA
Happ2023	REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY	down	0.0035004706028677625	GO_BP_RNA
Happ2023	REGULATION OF DNA METABOLIC PROCESS	down	5.59673423461356e-8	GO_BP_RNA
Happ2023	REGULATION OF DNA RECOMBINATION	down	0.016310025216781338	GO_BP_RNA
Happ2023	REGULATION OF DNA REPAIR	down	0.005082439544113331	GO_BP_RNA
Happ2023	REGULATION OF DNA REPLICATION	down	0.0016715642193477578	GO_BP_RNA
Happ2023	REGULATION OF DNA TEMPLATED TRANSCRIPTION INITIATION	down	0.03448078289508565	GO_BP_RNA
Happ2023	REGULATION OF DOUBLE STRAND BREAK REPAIR	down	0.04852842645453638	GO_BP_RNA
Happ2023	REGULATION OF DOUBLE STRAND BREAK REPAIR VIA HOMOLOGOUS RECOMBINATION	down	0.021728515648284524	GO_BP_RNA
Happ2023	REGULATION OF FAT CELL DIFFERENTIATION	down	0.041245609910678875	GO_BP_RNA
Happ2023	REGULATION OF HEART CONTRACTION	up	0.03456621743620015	GO_BP_RNA
Happ2023	REGULATION OF HEART RATE BY CARDIAC CONDUCTION	up	0.04730278463727333	GO_BP_RNA
Happ2023	REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY	down	0.0013357340574423064	GO_BP_RNA
Happ2023	REGULATION OF LEUKOCYTE CHEMOTAXIS	down	0.041448314517688656	GO_BP_RNA
Happ2023	REGULATION OF MEMBRANE POTENTIAL	up	6.605693412973704e-6	GO_BP_RNA
Happ2023	REGULATION OF MITOTIC CELL CYCLE	down	3.634002828980095e-7	GO_BP_RNA
Happ2023	REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION	down	5.37695180774036e-5	GO_BP_RNA
Happ2023	REGULATION OF MITOTIC NUCLEAR DIVISION	down	6.122068041577619e-5	GO_BP_RNA
Happ2023	REGULATION OF MITOTIC SISTER CHROMATID SEGREGATION	down	0.0033848516080973077	GO_BP_RNA
Happ2023	REGULATION OF MONOATOMIC ION TRANSPORT	up	0.04814253364273409	GO_BP_RNA
Happ2023	REGULATION OF MRNA METABOLIC PROCESS	down	0.01431865334449097	GO_BP_RNA
Happ2023	REGULATION OF NERVOUS SYSTEM PROCESS	up	0.0014272836308019522	GO_BP_RNA
Happ2023	REGULATION OF NUCLEAR DIVISION	down	3.9169379019687676e-5	GO_BP_RNA
Happ2023	REGULATION OF PHOSPHORYLATION	down	0.009096103352061324	GO_BP_RNA
Happ2023	REGULATION OF POSTSYNAPTIC MEMBRANE POTENTIAL	up	2.542606245348469e-5	GO_BP_RNA
Happ2023	REGULATION OF POST TRANSLATIONAL PROTEIN MODIFICATION	down	0.019303411532871406	GO_BP_RNA
Happ2023	REGULATION OF REPRODUCTIVE PROCESS	down	0.021068425823316576	GO_BP_RNA
Happ2023	REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS	down	0.006213879981093083	GO_BP_RNA
Happ2023	REGULATION OF SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR	down	0.0038197780343635296	GO_BP_RNA
Happ2023	REGULATION OF SISTER CHROMATID SEGREGATION	down	0.0022998096117344265	GO_BP_RNA
Happ2023	REGULATION OF SPINDLE CHECKPOINT	down	0.03416634684201752	GO_BP_RNA
Happ2023	REGULATION OF SYNAPSE ASSEMBLY	up	2.1875417431462373e-4	GO_BP_RNA
Happ2023	REGULATION OF SYNAPSE STRUCTURE OR ACTIVITY	up	7.724056443972053e-5	GO_BP_RNA
Happ2023	REGULATION OF SYNAPTIC PLASTICITY	up	0.015125625584654903	GO_BP_RNA
Happ2023	REGULATION OF SYSTEM PROCESS	up	0.010887291776260799	GO_BP_RNA
Happ2023	REGULATION OF TELOMERE MAINTENANCE	down	0.004838461358468411	GO_BP_RNA
Happ2023	REGULATION OF TRANSFERASE ACTIVITY	down	0.03444581116734515	GO_BP_RNA
Happ2023	REGULATION OF TRANSLATION	down	2.511434743281016e-7	GO_BP_RNA
Happ2023	REGULATION OF TRANSLATIONAL INITIATION	down	0.0048598826030927765	GO_BP_RNA
Happ2023	REGULATION OF TRANSMISSION OF NERVE IMPULSE	up	0.04271824627835159	GO_BP_RNA
Happ2023	REGULATION OF TRANS SYNAPTIC SIGNALING	up	2.7607445503041838e-5	GO_BP_RNA
Happ2023	REGULATION OF UBIQUITIN PROTEIN LIGASE ACTIVITY	down	0.023518808463755037	GO_BP_RNA
Happ2023	REPRODUCTIVE SYSTEM DEVELOPMENT	down	0.04409962821005649	GO_BP_RNA
Happ2023	RESPONSE TO ENDOPLASMIC RETICULUM STRESS	down	4.51569303129211e-8	GO_BP_RNA
Happ2023	RESPONSE TO IONIZING RADIATION	down	0.025014067723054128	GO_BP_RNA
Happ2023	RESPONSE TO OXYGEN LEVELS	down	0.006538431344486084	GO_BP_RNA
Happ2023	RESPONSE TO STARVATION	down	0.033871277297813945	GO_BP_RNA
Happ2023	RESPONSE TO TOPOLOGICALLY INCORRECT PROTEIN	down	4.0324032151431015e-4	GO_BP_RNA
Happ2023	RESPONSE TO TRANSFORMING GROWTH FACTOR BETA	down	0.028954081000163882	GO_BP_RNA
Happ2023	RESPONSE TO UV	down	0.019303411532871406	GO_BP_RNA
Happ2023	RESPONSE TO UV B	down	0.03416634684201752	GO_BP_RNA
Happ2023	RIBONUCLEOPROTEIN COMPLEX BIOGENESIS	down	1.86630649387316e-18	GO_BP_RNA
Happ2023	RIBOSOMAL LARGE SUBUNIT BIOGENESIS	down	1.8343683576252867e-4	GO_BP_RNA
Happ2023	RIBOSOMAL SMALL SUBUNIT BIOGENESIS	down	1.7088495423383934e-9	GO_BP_RNA
Happ2023	RIBOSOME ASSEMBLY	down	7.014914756747853e-4	GO_BP_RNA
Happ2023	RIBOSOME BIOGENESIS	down	1.3548483378698358e-18	GO_BP_RNA
Happ2023	RNA 3 END PROCESSING	down	0.012036109532979192	GO_BP_RNA
Happ2023	RNA 5 END PROCESSING	down	0.03416634684201752	GO_BP_RNA
Happ2023	RNA LOCALIZATION	down	0.004838461358468411	GO_BP_RNA
Happ2023	RNA METHYLATION	down	0.009245319905511262	GO_BP_RNA
Happ2023	RNA MODIFICATION	down	9.338901199753757e-7	GO_BP_RNA
Happ2023	RNA SPLICING	down	8.187979821361252e-9	GO_BP_RNA
Happ2023	RNA SPLICING VIA TRANSESTERIFICATION REACTIONS	down	1.5047023873545302e-5	GO_BP_RNA
Happ2023	RNA TEMPLATED DNA BIOSYNTHETIC PROCESS	down	0.015667608896779706	GO_BP_RNA
Happ2023	RRNA METABOLIC PROCESS	down	2.275734337254573e-10	GO_BP_RNA
Happ2023	RRNA PROCESSING	down	4.4767363511030503e-13	GO_BP_RNA
Happ2023	SEX DIFFERENTIATION	down	0.01606212843899685	GO_BP_RNA
Happ2023	SIGNAL TRANSDUCTION BY P53 CLASS MEDIATOR	down	8.996212087522552e-5	GO_BP_RNA
Happ2023	SIGNAL TRANSDUCTION IN RESPONSE TO DNA DAMAGE	down	0.01510924874852899	GO_BP_RNA
Happ2023	SISTER CHROMATID SEGREGATION	down	5.348601112387768e-8	GO_BP_RNA
Happ2023	SNARE COMPLEX ASSEMBLY	up	0.04074269548684396	GO_BP_RNA
Happ2023	SNRNA METABOLIC PROCESS	down	0.009096103352061324	GO_BP_RNA
Happ2023	SPINDLE ASSEMBLY	down	7.014914756747853e-4	GO_BP_RNA
Happ2023	SPINDLE ORGANIZATION	down	1.8343683576252867e-4	GO_BP_RNA
Happ2023	SYNAPSE ASSEMBLY	up	3.0051258755039138e-5	GO_BP_RNA
Happ2023	SYNAPTIC TRANSMISSION GLUTAMATERGIC	up	0.005103166463884575	GO_BP_RNA
Happ2023	TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING	down	0.03898589937603709	GO_BP_RNA
Happ2023	TELOMERE ORGANIZATION	down	2.3839819212098139e-4	GO_BP_RNA
Happ2023	TRANSCRIPTION BY RNA POLYMERASE I	down	0.02110556344600287	GO_BP_RNA
Happ2023	TRANSCRIPTION INITIATION AT RNA POLYMERASE II PROMOTER	down	0.004189961820340606	GO_BP_RNA
Happ2023	TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	down	0.029657667844657162	GO_BP_RNA
Happ2023	TRANSLATIONAL ELONGATION	down	0.03456621743620015	GO_BP_RNA
Happ2023	TRANSLATIONAL INITIATION	down	1.0041303381675653e-4	GO_BP_RNA
Happ2023	TRANSMISSION OF NERVE IMPULSE	up	0.04409962821005649	GO_BP_RNA
Happ2023	TRNA METABOLIC PROCESS	down	1.167136905278727e-7	GO_BP_RNA
Happ2023	TRNA MODIFICATION	down	0.0013777149088669944	GO_BP_RNA
Happ2023	TRNA PROCESSING	down	1.8343683576252867e-4	GO_BP_RNA
Happ2023	TROPHECTODERMAL CELL DIFFERENTIATION	down	0.023518808463755037	GO_BP_RNA
Happ2023	VIRAL GENE EXPRESSION	down	0.005908365794135781	GO_BP_RNA
Happ2023	VIRAL PROCESS	down	0.0052602638744204825	GO_BP_RNA
Happ2023	AMINE TRANSPORT	up	0.02757818110809936	GO_BP_RNA
Happ2023	ATF6 MEDIATED UNFOLDED PROTEIN RESPONSE	down	0.033880617886443705	GO_BP_RNA
Happ2023	BIOLOGICAL PROCESS INVOLVED IN INTRASPECIES INTERACTION BETWEEN ORGANISMS	up	4.446206738224959e-4	GO_BP_RNA
Happ2023	BLOOD VESSEL ENDOTHELIAL CELL DIFFERENTIATION	down	0.03941271878650292	GO_BP_RNA
Happ2023	BLOOD VESSEL REMODELING	up	0.009101620831242899	GO_BP_RNA
Happ2023	CELLULAR RESPONSE TO INSULIN STIMULUS	down	0.03941271878650292	GO_BP_RNA
Happ2023	CELL SURFACE RECEPTOR PROTEIN SERINE THREONINE KINASE SIGNALING PATHWAY	down	0.047296867210102726	GO_BP_RNA
Happ2023	CHAPERONE MEDIATED PROTEIN FOLDING	down	0.03499486609716411	GO_BP_RNA
Happ2023	COGNITION	up	0.007182710732937046	GO_BP_RNA
Happ2023	CYTOPLASMIC TRANSLATIONAL INITIATION	down	0.031703491917953075	GO_BP_RNA
Happ2023	DRINKING BEHAVIOR	up	0.030597511268031695	GO_BP_RNA
Happ2023	ENDOPLASMIC RETICULUM TO CYTOSOL TRANSPORT	down	0.02757818110809936	GO_BP_RNA
Happ2023	ENDOPLASMIC RETICULUM TO GOLGI VESICLE MEDIATED TRANSPORT	down	6.544539047789182e-4	GO_BP_RNA
Happ2023	FAT CELL DIFFERENTIATION	down	0.005744279248950604	GO_BP_RNA
Happ2023	GLUCOSE METABOLIC PROCESS	down	0.02524877474500693	GO_BP_RNA
Happ2023	GOLGI VESICLE TRANSPORT	down	0.01730001455345413	GO_BP_RNA
Happ2023	HOMOPHILIC CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES	up	0.011826145826533574	GO_BP_RNA
Happ2023	INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE	down	0.0414489073376047	GO_BP_RNA
Happ2023	IRE1 MEDIATED UNFOLDED PROTEIN RESPONSE	down	0.03498584987010542	GO_BP_RNA
Happ2023	LUNG VASCULATURE DEVELOPMENT	down	0.01730001455345413	GO_BP_RNA
Happ2023	MACROAUTOPHAGY	down	0.00605142503215686	GO_BP_RNA
Happ2023	MONOAMINE TRANSPORT	up	0.03506093050303136	GO_BP_RNA
Happ2023	MONOCYTE ACTIVATION	down	0.01730001455345413	GO_BP_RNA
Happ2023	MONONUCLEAR CELL DIFFERENTIATION	down	0.007799021503660541	GO_BP_RNA
Happ2023	MONOSACCHARIDE METABOLIC PROCESS	down	0.029424726627160263	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF CELL CELL ADHESION	down	0.033880617886443705	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	down	0.03941271878650292	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF INTRINSIC APOPTOTIC SIGNALING PATHWAY	down	0.007799021503660541	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS	down	0.021906953609429087	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF VASOCONSTRICTION	down	0.03941271878650292	GO_BP_RNA
Happ2023	NEURON FATE DETERMINATION	up	0.028579438863639377	GO_BP_RNA
Happ2023	NOREPINEPHRINE SECRETION	up	0.001527495881535704	GO_BP_RNA
Happ2023	PARENTAL BEHAVIOR	up	0.03506093050303136	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY	down	0.013283041945352216	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF AUTOPHAGY	down	0.011826145826533574	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CAMP PKA SIGNAL TRANSDUCTION	up	0.030597511268031695	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF MACROAUTOPHAGY	down	0.04997899162520921	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF RESPONSE TO ENDOPLASMIC RETICULUM STRESS	down	0.03941271878650292	GO_BP_RNA
Happ2023	PROTEINOGENIC AMINO ACID BIOSYNTHETIC PROCESS	down	0.03941271878650292	GO_BP_RNA
Happ2023	PROTEIN EXIT FROM ENDOPLASMIC RETICULUM	down	0.013283041945352216	GO_BP_RNA
Happ2023	PROTEIN LOCALIZATION TO MITOCHONDRION	down	0.03941271878650292	GO_BP_RNA
Happ2023	PROTEIN LOCALIZATION TO NUCLEUS	down	0.031703491917953075	GO_BP_RNA
Happ2023	PROTEIN N LINKED GLYCOSYLATION VIA ASPARAGINE	down	0.04325896033285013	GO_BP_RNA
Happ2023	REGULATION OF DNA BIOSYNTHETIC PROCESS	down	0.04392759477310995	GO_BP_RNA
Happ2023	REGULATION OF ENDOPLASMIC RETICULUM STRESS INDUCED INTRINSIC APOPTOTIC SIGNALING PATHWAY	down	0.01730001455345413	GO_BP_RNA
Happ2023	REGULATION OF ENDOPLASMIC RETICULUM UNFOLDED PROTEIN RESPONSE	down	0.020578284036087826	GO_BP_RNA
Happ2023	REGULATION OF MACROAUTOPHAGY	down	0.030597511268031695	GO_BP_RNA
Happ2023	REGULATION OF PRESYNAPTIC MEMBRANE POTENTIAL	up	0.04604753765547893	GO_BP_RNA
Happ2023	REGULATION OF PROTEIN STABILITY	down	0.04325896033285013	GO_BP_RNA
Happ2023	REGULATION OF VASCULATURE DEVELOPMENT	down	0.04392759477310995	GO_BP_RNA
Happ2023	RESPONSE TO INSULIN	down	0.010600605138364326	GO_BP_RNA
Happ2023	RESPONSE TO PEPTIDE HORMONE	down	0.0467595588741021	GO_BP_RNA
Happ2023	RESPONSE TO PROGESTERONE	up	0.031167921133898092	GO_BP_RNA
Happ2023	RESPONSE TO YEAST	down	0.03941271878650292	GO_BP_RNA
Happ2023	RETINAL CONE CELL DEVELOPMENT	up	0.03393087225269142	GO_BP_RNA
Happ2023	VITAMIN TRANSPORT	down	0.033880617886443705	GO_BP_RNA
Happ2023	AEROBIC RESPIRATION	down	0.0021627830513453647	GO_BP_RNA
Happ2023	ANTIGEN PROCESSING AND PRESENTATION	down	0.0419971997456396	GO_BP_RNA
Happ2023	ATP SYNTHESIS COUPLED ELECTRON TRANSPORT	down	0.022017217923262885	GO_BP_RNA
Happ2023	ATRIAL CARDIAC MUSCLE TISSUE DEVELOPMENT	up	0.018815225553160297	GO_BP_RNA
Happ2023	AXONEMAL DYNEIN COMPLEX ASSEMBLY	up	0.00928209020363476	GO_BP_RNA
Happ2023	AXONEME ASSEMBLY	up	1.4556183822621544e-6	GO_BP_RNA
Happ2023	CELLULAR RESPIRATION	down	0.0017779287434718622	GO_BP_RNA
Happ2023	CELLULAR RESPONSE TO GLUCAGON STIMULUS	down	0.04752235392046012	GO_BP_RNA
Happ2023	CELLULAR RESPONSE TO KETONE	down	0.03028610778532367	GO_BP_RNA
Happ2023	CELLULAR RESPONSE TO LAMINAR FLUID SHEAR STRESS	down	0.03501275121438964	GO_BP_RNA
Happ2023	CELLULAR RESPONSE TO UV	down	0.0436264720578759	GO_BP_RNA
Happ2023	CELL CELL ADHESION VIA PLASMA MEMBRANE ADHESION MOLECULES	up	0.030917997725672056	GO_BP_RNA
Happ2023	CELL DIFFERENTIATION IN SPINAL CORD	up	0.00291946586752774	GO_BP_RNA
Happ2023	CHROMATIN REMODELING AT CENTROMERE	down	0.04598575740359209	GO_BP_RNA
Happ2023	CILIUM MOVEMENT	up	3.4552863360208003e-10	GO_BP_RNA
Happ2023	CILIUM ORGANIZATION	up	0.0024480196000918305	GO_BP_RNA
Happ2023	CILIUM OR FLAGELLUM DEPENDENT CELL MOTILITY	up	8.367322144224431e-8	GO_BP_RNA
Happ2023	DIENCEPHALON DEVELOPMENT	up	0.010269993358303633	GO_BP_RNA
Happ2023	DORSAL SPINAL CORD DEVELOPMENT	up	0.03211626490997362	GO_BP_RNA
Happ2023	ELECTRON TRANSPORT CHAIN	down	0.01484442063603614	GO_BP_RNA
Happ2023	ENERGY DERIVATION BY OXIDATION OF ORGANIC COMPOUNDS	down	0.013539370591151925	GO_BP_RNA
Happ2023	EPIDERMAL CELL DIFFERENTIATION	down	0.04410603298989235	GO_BP_RNA
Happ2023	EPIDERMIS DEVELOPMENT	down	0.041011135128963074	GO_BP_RNA
Happ2023	EXTRACELLULAR TRANSPORT	up	0.003539767066244129	GO_BP_RNA
Happ2023	GENERATION OF PRECURSOR METABOLITES AND ENERGY	down	0.005049567579056229	GO_BP_RNA
Happ2023	HEART TRABECULA FORMATION	down	0.028723832580150967	GO_BP_RNA
Happ2023	HORMONE CATABOLIC PROCESS	up	0.04919904402863336	GO_BP_RNA
Happ2023	HYPOTHALAMUS DEVELOPMENT	up	0.027848800005416462	GO_BP_RNA
Happ2023	KERATINOCYTE DIFFERENTIATION	down	0.02750553030137464	GO_BP_RNA
Happ2023	MAMMALIAN OOGENESIS STAGE	up	0.04919904402863336	GO_BP_RNA
Happ2023	MESENCHYMAL CELL PROLIFERATION	up	0.04839289050331552	GO_BP_RNA
Happ2023	MICROTUBULE BASED MOVEMENT	up	9.72719108903192e-6	GO_BP_RNA
Happ2023	MICROTUBULE BUNDLE FORMATION	up	1.2512985731529317e-4	GO_BP_RNA
Happ2023	MITOCHONDRIAL TRANSPORT	down	0.014074439845377876	GO_BP_RNA
Happ2023	MOTILE CILIUM ASSEMBLY	up	0.04375607148580768	GO_BP_RNA
Happ2023	MRNA EXPORT FROM NUCLEUS	down	0.021230463956202976	GO_BP_RNA
Happ2023	MRNA MODIFICATION	down	0.03028610778532367	GO_BP_RNA
Happ2023	MRNA PSEUDOURIDINE SYNTHESIS	down	0.04405677228959316	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF AMIDE METABOLIC PROCESS	up	0.009403706063342671	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS	down	0.03422053726674179	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF MEMBRANE PERMEABILITY	down	0.04063077435268064	GO_BP_RNA
Happ2023	NEGATIVE REGULATION OF TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY	down	0.03817177925725293	GO_BP_RNA
Happ2023	NUCLEAR EXPORT	down	0.013846150073111099	GO_BP_RNA
Happ2023	NUCLEOSIDE PHOSPHATE BIOSYNTHETIC PROCESS	down	0.007502533862846969	GO_BP_RNA
Happ2023	NUCLEOSIDE TRIPHOSPHATE BIOSYNTHETIC PROCESS	down	0.01900024696153471	GO_BP_RNA
Happ2023	NUCLEOTIDE BIOSYNTHETIC PROCESS	down	0.038724857590324235	GO_BP_RNA
Happ2023	NUCLEOTIDE METABOLIC PROCESS	down	0.04562528180195694	GO_BP_RNA
Happ2023	OXIDATIVE PHOSPHORYLATION	down	0.013539370591151925	GO_BP_RNA
Happ2023	PITUITARY GLAND DEVELOPMENT	up	0.03422053726674179	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF CALCIUM ION TRANSPORT	up	0.04916321527355876	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF DNA REPAIR	down	0.03486388441743049	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF FAT CELL DIFFERENTIATION	down	0.032444494262433565	GO_BP_RNA
Happ2023	POSITIVE REGULATION OF VIRAL PROCESS	down	0.049151446307922904	GO_BP_RNA
Happ2023	PROTEIN METHYLATION	down	0.036742413772798785	GO_BP_RNA
Happ2023	PROTEIN MODIFICATION BY SMALL PROTEIN REMOVAL	down	0.026525638147231842	GO_BP_RNA
Happ2023	PROTEIN TARGETING	down	0.03798423974632573	GO_BP_RNA
Happ2023	PSEUDOURIDINE SYNTHESIS	down	0.013445348570651258	GO_BP_RNA
Happ2023	PURINE CONTAINING COMPOUND BIOSYNTHETIC PROCESS	down	0.024160468801046924	GO_BP_RNA
Happ2023	PURINE NUCLEOSIDE BIOSYNTHETIC PROCESS	down	0.04406032675511844	GO_BP_RNA
Happ2023	REGULATION OF CELL CYCLE CHECKPOINT	down	0.029070521254300475	GO_BP_RNA
Happ2023	REGULATION OF MESENCHYMAL CELL PROLIFERATION	up	0.008546481706596824	GO_BP_RNA
Happ2023	REGULATION OF PROTEOLYSIS INVOLVED IN PROTEIN CATABOLIC PROCESS	down	0.03315145555125402	GO_BP_RNA
Happ2023	REGULATION OF RNA SPLICING	down	0.026525638147231842	GO_BP_RNA
Happ2023	REGULATION OF TELOMERASE RNA LOCALIZATION TO CAJAL BODY	down	0.03486388441743049	GO_BP_RNA
