cell	UMAP1	UMAP2	cell_type	cluster	genotype	Scn2a	dataset	organism	channel	expr	sample
01_01_21	7.5599128019012	-3.956138092687818	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_01_82	9.320158125082353	-0.671527463606092	Oligodendrocytes	5	cKO	0.7926920516144031	Bae2025	mouse	SCN2A	0.7926920516144031	PN36_1_cKO
01_01_86	-1.6123549927078695	6.783752482721117	Neurons	8	cKO	2.088361779232016	Bae2025	mouse	SCN2A	2.088361779232016	PN36_1_cKO
01_01_88	-2.1266176689468836	9.559361975976731	Neurons	8	cKO	1.8188170418770544	Bae2025	mouse	SCN2A	1.8188170418770544	PN36_1_cKO
01_02_02	-3.457662462075851	9.314977210351731	Neurons	8	cKO	1.148013686233329	Bae2025	mouse	SCN2A	1.148013686233329	PN36_1_cKO
01_02_42	-0.44624195788582305	8.869087737390307	Neurons	8	cKO	1.6866597437659954	Bae2025	mouse	SCN2A	1.6866597437659954	PN36_1_cKO
01_02_81	3.861088396231034	6.536970179864672	Neurons	9	cKO	0.9571390355052888	Bae2025	mouse	SCN2A	0.9571390355052888	PN36_1_cKO
01_03_60	-3.4058829534851527	9.648732703515796	Neurons	8	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_04_19	3.5331250440276647	5.80844978649309	Neurons	9	cKO	0.9447148563042724	Bae2025	mouse	SCN2A	0.9447148563042724	PN36_1_cKO
01_04_21	-2.046111701806686	7.31521658260515	Neurons	8	cKO	2.157161443931655	Bae2025	mouse	SCN2A	2.157161443931655	PN36_1_cKO
01_04_31	-5.643207906564376	-12.32739587467024	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_04_77	1.2154462348617103	8.60076860744646	Neurons	8	cKO	1.306111446219844	Bae2025	mouse	SCN2A	1.306111446219844	PN36_1_cKO
01_05_04	-2.8032704580627894	8.203666251489429	Neurons	8	cKO	1.4049556452783722	Bae2025	mouse	SCN2A	1.4049556452783722	PN36_1_cKO
01_05_55	-0.6486272949778054	7.792134326288012	Neurons	8	cKO	1.5573556218717006	Bae2025	mouse	SCN2A	1.5573556218717006	PN36_1_cKO
01_05_61	-3.622058032830856	8.937321227380542	Neurons	8	cKO	1.2655880571295717	Bae2025	mouse	SCN2A	1.2655880571295717	PN36_1_cKO
01_06_77	-0.3865565944515679	7.727790873834398	Neurons	8	cKO	1.1844019010729792	Bae2025	mouse	SCN2A	1.1844019010729792	PN36_1_cKO
01_07_05	2.8387886296905065	-2.5302834097654547	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_07_36	3.3102740060485387	-5.060132462194654	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_07_44	-1.7683595407806847	7.820875209161547	Neurons	8	cKO	1.5378834533590509	Bae2025	mouse	SCN2A	1.5378834533590509	PN36_1_cKO
01_07_79	-1.9745185364090416	7.653881114312914	Neurons	8	cKO	1.8015483881157932	Bae2025	mouse	SCN2A	1.8015483881157932	PN36_1_cKO
01_07_83	-6.165289281686446	-11.627280670812818	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_08_25	0.4279799472487952	5.0031137879579335	Neurons	8	cKO	1.3760622670903582	Bae2025	mouse	SCN2A	1.3760622670903582	PN36_1_cKO
01_08_63	-10.449732660134933	2.5712488110749994	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_08_65	1.1056238423980262	1.8616612370698724	Neurons	7	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_08_93	-0.9420366872154686	8.583001654931811	Neurons	8	cKO	0.6136161307572535	Bae2025	mouse	SCN2A	0.6136161307572535	PN36_1_cKO
01_09_08	8.411440015951493	-3.215525347402784	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_09_62	8.242255331198075	-1.473187047651502	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_09_75	-3.4251691091858363	7.610240023919848	Neurons	8	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_09_84	6.1742273580230265	-11.791004616430492	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_10_34	-3.685941575845382	8.834683936425952	Neurons	8	cKO	1.7647772093211231	Bae2025	mouse	SCN2A	1.7647772093211231	PN36_1_cKO
01_10_88	9.711485983053544	-0.732353228738996	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_11_29	-2.5372048605286097	8.518657248803882	Neurons	8	cKO	2.149943828349839	Bae2025	mouse	SCN2A	2.149943828349839	PN36_1_cKO
01_11_48	1.6505726586974647	-5.1548051420957774	Neurons	3	cKO	1.5467482324819124	Bae2025	mouse	SCN2A	1.5467482324819124	PN36_1_cKO
01_11_81	-2.514261363824508	6.856325190851	Neurons	8	cKO	1.5023039450069404	Bae2025	mouse	SCN2A	1.5023039450069404	PN36_1_cKO
01_12_04	9.20717251412044	-2.477065760305616	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_12_06	-2.8837529409729457	9.214788955041676	Neurons	8	cKO	2.1890883396603207	Bae2025	mouse	SCN2A	2.1890883396603207	PN36_1_cKO
01_12_22	-5.502170919259688	-11.421835381201	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_12_51	-0.6581876564823601	3.843588870355395	Neurons	7	cKO	1.283456407796294	Bae2025	mouse	SCN2A	1.283456407796294	PN36_1_cKO
01_12_71	-5.840490697702071	-12.72897763889143	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_13_42	-3.0717478979431605	8.157646697351245	Neurons	8	cKO	0.9528609090739664	Bae2025	mouse	SCN2A	0.9528609090739664	PN36_1_cKO
01_13_83	-3.765380500634811	-6.607046562841627	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_13_89	6.584138990560868	-4.110419232061598	Oligodendrocytes	6	cKO	1.1500746456757782	Bae2025	mouse	SCN2A	1.1500746456757782	PN36_1_cKO
01_14_19	9.204015852133134	-1.2179166857511723	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_14_38	9.655333639303544	-1.855386215856763	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_14_78	-1.547190069039962	8.576246779748706	Neurons	8	cKO	1.582370397963958	Bae2025	mouse	SCN2A	1.582370397963958	PN36_1_cKO
01_14_94	-0.6739605654083702	7.695589583703783	Neurons	8	cKO	1.8254556669494448	Bae2025	mouse	SCN2A	1.8254556669494448	PN36_1_cKO
01_15_16	-4.5803140390717	-11.086750466039868	Astrocytes	4	cKO	1.6602752017167202	Bae2025	mouse	SCN2A	1.6602752017167202	PN36_1_cKO
01_15_60	6.52790653816829	-4.890845257452223	Oligodendrocytes	6	cKO	1.257065284037428	Bae2025	mouse	SCN2A	1.257065284037428	PN36_1_cKO
01_15_74	1.409551740805009	4.251629393884447	Neurons	7	cKO	0.8397357028803993	Bae2025	mouse	SCN2A	0.8397357028803993	PN36_1_cKO
01_15_79	-3.8713294256531214	-6.64525123279402	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_16_01	0.42948031536708137	4.237642329522875	Neurons	7	cKO	1.4167432746427708	Bae2025	mouse	SCN2A	1.4167432746427708	PN36_1_cKO
01_16_85	9.760671735922196	-1.0980827395231452	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_16_96	0.06977731100688239	7.750632804223803	Neurons	8	cKO	1.5379643279276631	Bae2025	mouse	SCN2A	1.5379643279276631	PN36_1_cKO
01_17_28	-2.6157900083862757	10.066740554162768	Neurons	8	cKO	2.3248447239832775	Bae2025	mouse	SCN2A	2.3248447239832775	PN36_1_cKO
01_17_43	9.341159940878253	-2.6732835356504645	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_17_47	8.441643835226396	-3.4777149740965094	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_17_79	3.549553514639237	6.901743453332689	Neurons	9	cKO	1.161181393440569	Bae2025	mouse	SCN2A	1.161181393440569	PN36_1_cKO
01_17_83	-0.7299635399185631	3.826001208612231	Neurons	7	cKO	1.2852353431170105	Bae2025	mouse	SCN2A	1.2852353431170105	PN36_1_cKO
01_18_01	7.743433118978837	-3.6173419539243903	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_18_57	-2.170145748933456	4.808095496484545	Neurons	8	cKO	1.5013319413000643	Bae2025	mouse	SCN2A	1.5013319413000643	PN36_1_cKO
01_18_65	-3.186920284112594	6.46270422298601	Neurons	8	cKO	1.7383222971589063	Bae2025	mouse	SCN2A	1.7383222971589063	PN36_1_cKO
01_18_93	8.123632551351884	-1.6174495999128546	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_19_58	8.033583761373857	-2.1175380532057013	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_19_86	-10.772899507363936	0.4980032857148919	Neurons	4	cKO	2.645394722680276	Bae2025	mouse	SCN2A	2.645394722680276	PN36_1_cKO
01_20_21	-11.91421878226628	-0.8868317190916266	Fibroblasts	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_20_44	-5.570090173562667	-12.05054040592024	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_20_70	7.489523054281571	-4.281446415594313	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_20_75	-6.200741170724532	-12.003283936193675	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_21_35	-5.650033353646895	-12.124417740514966	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_21_43	1.001831413427689	8.471011679956225	Neurons	8	cKO	1.451940453703796	Bae2025	mouse	SCN2A	1.451940453703796	PN36_1_cKO
01_21_44	-5.803730367501876	-11.24945111911604	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_21_94	-1.16093361266484	7.784130614587572	Neurons	8	cKO	1.4771130351379187	Bae2025	mouse	SCN2A	1.4771130351379187	PN36_1_cKO
01_22_17	-1.539916275819442	7.760789912530687	Neurons	8	cKO	1.0386795900073809	Bae2025	mouse	SCN2A	1.0386795900073809	PN36_1_cKO
01_22_23	9.539031149069167	-1.979719955137464	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_22_35	-0.2564600396954034	7.083014529535082	Neurons	8	cKO	1.7344020640675883	Bae2025	mouse	SCN2A	1.7344020640675883	PN36_1_cKO
01_22_90	2.095402599493363	-0.28206222098180916	Neurons	7	cKO	1.8216810185251393	Bae2025	mouse	SCN2A	1.8216810185251393	PN36_1_cKO
01_23_10	8.086847425619462	-4.067680317571852	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_23_28	-3.20985996611943	6.514514487573412	Neurons	8	cKO	0.6840723500836513	Bae2025	mouse	SCN2A	0.6840723500836513	PN36_1_cKO
01_23_73	-2.9210823763214564	8.182636779138354	Neurons	8	cKO	1.92956415298411	Bae2025	mouse	SCN2A	1.92956415298411	PN36_1_cKO
01_23_81	-5.518541692575118	-11.449441391638013	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_23_86	3.714501024404862	-4.984862763097975	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_24_02	-1.983322619279525	8.05313734371355	Neurons	8	cKO	1.4597057447580457	Bae2025	mouse	SCN2A	1.4597057447580457	PN36_1_cKO
01_24_78	-4.677104352792403	-1.707941371610853	Neurons	2	cKO	2.4796369868220323	Bae2025	mouse	SCN2A	2.4796369868220323	PN36_1_cKO
01_24_81	6.331692815939286	-12.001013237646314	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_24_83	-2.5270913828217005	8.812010329553393	Neurons	8	cKO	2.042019812937571	Bae2025	mouse	SCN2A	2.042019812937571	PN36_1_cKO
01_25_21	-3.828409789880416	-7.291482407263014	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_26_10	-6.210124372323653	-12.283234078100415	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_26_26	0.738916994253495	4.111015361139086	Neurons	7	cKO	1.5171426615789614	Bae2025	mouse	SCN2A	1.5171426615789614	PN36_1_cKO
01_26_27	7.8647204648650675	-1.9203636233122077	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_26_41	-2.6279937017761683	3.2612018998353753	Neurons	8	cKO	0.9681946514857852	Bae2025	mouse	SCN2A	0.9681946514857852	PN36_1_cKO
01_26_46	3.609523416677811	5.928339999505785	Neurons	9	cKO	1.2479623618682172	Bae2025	mouse	SCN2A	1.2479623618682172	PN36_1_cKO
01_26_55	-0.0749201167427514	8.165731948205737	Neurons	8	cKO	0.7278138821058812	Bae2025	mouse	SCN2A	0.7278138821058812	PN36_1_cKO
01_26_84	-10.5700920809113	2.7608108933656488	Neurons	2	cKO	1.9629008490507585	Bae2025	mouse	SCN2A	1.9629008490507585	PN36_1_cKO
01_26_86	1.956380726019242	4.82436661083391	Neurons	9	cKO	1.453897834473992	Bae2025	mouse	SCN2A	1.453897834473992	PN36_1_cKO
01_29_36	0.03069296590457221	-6.46167607944319	Neurons	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_29_41	-5.8142627466522665	-11.461376625707835	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_29_72	9.5168858777679	-2.497385698965284	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_29_94	-5.854295133432052	-12.269312340429517	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_29_96	-1.0519098628365011	7.950529616662768	Neurons	8	cKO	1.9629627386675277	Bae2025	mouse	SCN2A	1.9629627386675277	PN36_1_cKO
01_30_20	-6.06004512198796	-11.6286282126219	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_31_03	-1.3812777984940026	5.295455020257738	Neurons	8	cKO	1.429321148386664	Bae2025	mouse	SCN2A	1.429321148386664	PN36_1_cKO
01_31_24	4.995759130636552	-5.1541738096983165	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_31_27	-10.912145494302411	0.3556074913232598	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_31_40	3.538116336981156	5.919096034356859	Neurons	9	cKO	1.1730528565325002	Bae2025	mouse	SCN2A	1.1730528565325002	PN36_1_cKO
01_31_96	-3.7022579897247767	8.408119719812182	Neurons	8	cKO	2.497528027122371	Bae2025	mouse	SCN2A	2.497528027122371	PN36_1_cKO
01_32_71	-2.245223759492538	4.837186377832201	Neurons	8	cKO	1.4941894589850178	Bae2025	mouse	SCN2A	1.4941894589850178	PN36_1_cKO
01_32_83	-3.3534439791046595	8.452140372583179	Neurons	8	cKO	2.189299540280447	Bae2025	mouse	SCN2A	2.189299540280447	PN36_1_cKO
01_32_88	7.825436712423661	-3.480422932317945	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_33_18	8.236923338095048	-4.040098864248487	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_33_77	6.970349432150224	-5.016817051580641	Oligodendrocytes	6	cKO	1.877962578752632	Bae2025	mouse	SCN2A	1.877962578752632	PN36_1_cKO
01_33_89	1.5339076530135658	4.396616023370531	Neurons	7	cKO	1.4917973073389188	Bae2025	mouse	SCN2A	1.4917973073389188	PN36_1_cKO
01_33_94	-1.2035665500961754	5.759638350793627	Neurons	8	cKO	1.3083138469905105	Bae2025	mouse	SCN2A	1.3083138469905105	PN36_1_cKO
01_34_17	9.285941244284013	-3.020748573950025	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_34_28	-0.4701227273844693	7.798170607873705	Neurons	8	cKO	1.1771996913954996	Bae2025	mouse	SCN2A	1.1771996913954996	PN36_1_cKO
01_34_38	-5.917459367593429	-12.591080147436353	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_34_39	-1.9340068090759728	7.037579577752855	Neurons	8	cKO	1.117542298734502	Bae2025	mouse	SCN2A	1.117542298734502	PN36_1_cKO
01_34_46	6.883185506979325	-3.995950657537671	Oligodendrocytes	6	cKO	1.4333802215107896	Bae2025	mouse	SCN2A	1.4333802215107896	PN36_1_cKO
01_35_13	2.2051497708953405	6.58979801494768	Neurons	9	cKO	1.597387663559581	Bae2025	mouse	SCN2A	1.597387663559581	PN36_1_cKO
01_35_32	1.040064693609574	8.535489600488452	Neurons	8	cKO	1.5797898875978285	Bae2025	mouse	SCN2A	1.5797898875978285	PN36_1_cKO
01_35_58	1.6189256917632606	-3.1003694121153083	Astrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_35_80	-5.652470468362472	-12.623860794714185	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_35_90	-5.554230569680831	-11.892410713842605	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_36_11	-2.963517307122848	6.716867965051439	Neurons	8	cKO	1.5104087580598349	Bae2025	mouse	SCN2A	1.5104087580598349	PN36_1_cKO
01_36_58	8.085718275228837	-2.948546368292066	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_37_57	-1.450760721048019	7.869778197595385	Neurons	8	cKO	2.111606767898325	Bae2025	mouse	SCN2A	2.111606767898325	PN36_1_cKO
01_38_12	1.10046935192714	6.466585677453783	Neurons	8	cKO	1.0613807740707628	Bae2025	mouse	SCN2A	1.0613807740707628	PN36_1_cKO
01_38_68	-6.93666112311711	-11.469255882909986	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_38_79	-4.4067944277130575	-12.187960106542798	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_39_13	6.279746175924638	-11.774004418066236	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_39_22	-3.6092940557800746	-7.149776417425367	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_39_26	6.216885210195878	-11.881217438390944	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_39_69	-6.9528430689178915	-12.505404907873364	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_39_76	-3.548480628808639	8.488950293847827	Neurons	8	cKO	2.2164155711065043	Bae2025	mouse	SCN2A	2.2164155711065043	PN36_1_cKO
01_40_08	-3.633601068338058	7.99462560970476	Neurons	8	cKO	2.0130059316072173	Bae2025	mouse	SCN2A	2.0130059316072173	PN36_1_cKO
01_41_23	9.681279302755692	-1.496270853689405	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_41_27	8.511469007650712	-3.5209848467619147	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_41_38	-9.597166894754071	2.529988091775683	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_42_59	6.214623571554521	-11.754080254247876	Endothelial cells	4	cKO	0.7172384894546515	Bae2025	mouse	SCN2A	0.7172384894546515	PN36_1_cKO
01_42_76	-1.707926391442916	8.309403937646655	Neurons	8	cKO	0.7324385162090133	Bae2025	mouse	SCN2A	0.7324385162090133	PN36_1_cKO
01_42_78	-1.982621072610519	4.712545913049486	Neurons	8	cKO	1.8238744461711256	Bae2025	mouse	SCN2A	1.8238744461711256	PN36_1_cKO
01_42_89	4.99897587410579	-5.142056900671217	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_43_14	-3.3283613909088587	7.407864611932543	Neurons	8	cKO	1.6398796706597996	Bae2025	mouse	SCN2A	1.6398796706597996	PN36_1_cKO
01_43_18	-1.28546655066838	9.063484710046556	Neurons	8	cKO	1.9403228608169103	Bae2025	mouse	SCN2A	1.9403228608169103	PN36_1_cKO
01_44_14	1.1425700198806312	3.7021205838411126	Neurons	7	cKO	1.5386055952260884	Bae2025	mouse	SCN2A	1.5386055952260884	PN36_1_cKO
01_44_19	-2.878490327676437	5.400629084893969	Neurons	2	cKO	1.6081591398813233	Bae2025	mouse	SCN2A	1.6081591398813233	PN36_1_cKO
01_44_48	0.605123163381913	5.026266616174486	Neurons	8	cKO	0.9602462847823728	Bae2025	mouse	SCN2A	0.9602462847823728	PN36_1_cKO
01_44_62	3.1312967549956823	6.469769519159105	Neurons	9	cKO	0.9138825158556372	Bae2025	mouse	SCN2A	0.9138825158556372	PN36_1_cKO
01_45_01	8.58143723122249	-1.9826421324522223	Oligodendrocytes	5	cKO	1.2594096597517597	Bae2025	mouse	SCN2A	1.2594096597517597	PN36_1_cKO
01_45_10	0.8984909068740394	2.3473906930177484	Neurons	7	cKO	0.7858699524153029	Bae2025	mouse	SCN2A	0.7858699524153029	PN36_1_cKO
01_45_39	-1.518632172425887	6.946743529626635	Neurons	8	cKO	1.5250084624207725	Bae2025	mouse	SCN2A	1.5250084624207725	PN36_1_cKO
01_45_59	-5.112749933084151	-11.4124998633177	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_45_60	-0.07871898897518853	7.447331469842699	Neurons	8	cKO	2.133000146557149	Bae2025	mouse	SCN2A	2.133000146557149	PN36_1_cKO
01_45_94	3.2522970449126745	5.793332141229418	Neurons	9	cKO	1.055604512316835	Bae2025	mouse	SCN2A	1.055604512316835	PN36_1_cKO
01_46_12	-2.2432525146805262	6.719940226861742	Neurons	8	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_46_17	-5.069645284494063	-10.958819824865552	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_46_33	7.248039365927079	-3.9713420454771247	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_46_52	8.773242117086747	-3.3957233015806403	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_47_20	-1.9804776895843956	7.079485457727221	Neurons	8	cKO	1.8599987611767068	Bae2025	mouse	SCN2A	1.8599987611767068	PN36_1_cKO
01_47_46	-1.3135884393059227	7.279835265466478	Neurons	8	cKO	1.8180700762778836	Bae2025	mouse	SCN2A	1.8180700762778836	PN36_1_cKO
01_47_68	-3.208407281716964	6.449297469445971	Neurons	8	cKO	0.8659320610064425	Bae2025	mouse	SCN2A	0.8659320610064425	PN36_1_cKO
01_47_89	3.7848154317534943	6.667835753747728	Neurons	9	cKO	1.896176143381175	Bae2025	mouse	SCN2A	1.896176143381175	PN36_1_cKO
01_48_23	-9.612348436196944	2.6376886780946527	Neurons	2	cKO	2.522805001297813	Bae2025	mouse	SCN2A	2.522805001297813	PN36_1_cKO
01_48_24	-1.6306664932571862	8.344786208459643	Neurons	8	cKO	1.6320230342168398	Bae2025	mouse	SCN2A	1.6320230342168398	PN36_1_cKO
01_48_33	-3.456329463800094	9.452708762475757	Neurons	8	cKO	1.3021995009624563	Bae2025	mouse	SCN2A	1.3021995009624563	PN36_1_cKO
01_48_47	-5.089184640725753	-12.068839508703444	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_49_02	-2.0149905670486903	8.067143958398608	Neurons	8	cKO	1.8611572500449836	Bae2025	mouse	SCN2A	1.8611572500449836	PN36_1_cKO
01_49_10	1.566619754949906	-3.035157162359449	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_49_27	6.9575268041289835	-4.857892471960279	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_49_30	-4.100493549188277	-6.877409416845533	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_49_43	-1.7731773842178795	7.568887275048998	Neurons	8	cKO	1.7677519582146997	Bae2025	mouse	SCN2A	1.7677519582146997	PN36_1_cKO
01_49_51	-0.9618166077934716	7.047223609277514	Neurons	8	cKO	1.4108634903192514	Bae2025	mouse	SCN2A	1.4108634903192514	PN36_1_cKO
01_49_56	-2.1875733126007533	8.056381743737964	Neurons	8	cKO	1.1141847089729937	Bae2025	mouse	SCN2A	1.1141847089729937	PN36_1_cKO
01_49_57	-3.570770620187423	8.988430541345386	Neurons	8	cKO	1.879371849448831	Bae2025	mouse	SCN2A	1.879371849448831	PN36_1_cKO
01_49_67	9.162304044882156	-2.689303595236036	Oligodendrocytes	5	cKO	1.567587558846832	Bae2025	mouse	SCN2A	1.567587558846832	PN36_1_cKO
01_49_75	8.243382574240067	-3.577680069616529	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_50_24	7.7353965055144815	-3.4556891505033698	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_50_67	-3.910855649789474	-1.4422752444059577	Neurons	2	cKO	1.8836159404848372	Bae2025	mouse	SCN2A	1.8836159404848372	PN36_1_cKO
01_51_22	-2.443193672975204	8.210700553247241	Neurons	8	cKO	1.5096760052415348	Bae2025	mouse	SCN2A	1.5096760052415348	PN36_1_cKO
01_51_24	2.51690948120723	-3.420376497915479	Neurons	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_51_63	2.9940806638396764	-5.0053395811826915	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_51_76	-3.7575196016632537	8.572542708703784	Neurons	2	cKO	1.498694689722236	Bae2025	mouse	SCN2A	1.498694689722236	PN36_1_cKO
01_52_40	-1.529528378327987	5.9753098901002675	Neurons	8	cKO	1.3286255504864033	Bae2025	mouse	SCN2A	1.3286255504864033	PN36_1_cKO
01_53_09	-9.688952325662276	2.033656876870898	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_53_16	9.219799162069656	-3.2174281660825934	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_53_35	-10.419562219461104	2.8608780320375242	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_53_80	-1.7720335710846398	4.578539889642504	Neurons	8	cKO	1.9370484687053595	Bae2025	mouse	SCN2A	1.9370484687053595	PN36_1_cKO
01_53_87	8.24678909889827	-3.758764702490064	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
01_54_10	-2.872894643624923	7.17464212734392	Neurons	8	cKO	1.5494204125001936	Bae2025	mouse	SCN2A	1.5494204125001936	PN36_1_cKO
01_54_17	-9.424033998330732	1.986382525750903	Neurons	2	cKO	1.90764955184506	Bae2025	mouse	SCN2A	1.90764955184506	PN36_1_cKO
