cell	UMAP1	UMAP2	cell_type	cluster	genotype	Scn2a	dataset	organism	channel	expr	sample
02_43_56	-0.8940018404327843	8.501657050439624	Neurons	8	cKO	1.8379775069050437	Bae2025	mouse	SCN2A	1.8379775069050437	PN36_1_cKO
02_43_79	-3.3628052461945033	-7.0522803847105235	Neurons	10	cKO	1.530233314059274	Bae2025	mouse	SCN2A	1.530233314059274	PN36_1_cKO
02_44_49	-5.60995328315129	-12.094536263159007	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_44_61	-3.5239993322693324	-6.6557888571531505	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_44_65	8.268563390890458	-1.8246340338499272	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_45_18	-1.2754297841392968	5.196117919275072	Neurons	2	cKO	1.225585489246236	Bae2025	mouse	SCN2A	1.225585489246236	PN36_1_cKO
02_46_09	-1.6343712795578451	8.158171218225268	Neurons	8	cKO	1.3990665399221909	Bae2025	mouse	SCN2A	1.3990665399221909	PN36_1_cKO
02_46_40	-1.4144816983543846	7.594351809808519	Neurons	8	cKO	1.709262772592952	Bae2025	mouse	SCN2A	1.709262772592952	PN36_1_cKO
02_46_75	-1.311415551980636	5.97218326885393	Neurons	8	cKO	2.1380033532181986	Bae2025	mouse	SCN2A	2.1380033532181986	PN36_1_cKO
02_47_11	-3.69151222594609	-1.0102706138403144	Neurons	2	cKO	1.6846899687792862	Bae2025	mouse	SCN2A	1.6846899687792862	PN36_1_cKO
02_47_29	0.8113743077910927	4.389790576288012	Neurons	8	cKO	1.0816812452298823	Bae2025	mouse	SCN2A	1.0816812452298823	PN36_1_cKO
02_47_36	-0.8719902325474236	7.111156504937914	Neurons	8	cKO	1.5149891489677838	Bae2025	mouse	SCN2A	1.5149891489677838	PN36_1_cKO
02_47_69	-4.446170924981734	-12.14442296665022	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_48_23	0.32719725481639167	4.388734381982592	Neurons	7	cKO	1.517654527794824	Bae2025	mouse	SCN2A	1.517654527794824	PN36_1_cKO
02_48_46	-1.3997381318413231	8.072269957849292	Neurons	8	cKO	1.6234505372961472	Bae2025	mouse	SCN2A	1.6234505372961472	PN36_1_cKO
02_48_67	-6.1031187761627645	-11.756803948095532	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_49_15	-9.4863518465363	1.900515836068896	Neurons	2	cKO	2.447039461718972	Bae2025	mouse	SCN2A	2.447039461718972	PN36_1_cKO
02_49_36	-1.0161164391838524	6.908402484246996	Neurons	8	cKO	1.085681499474591	Bae2025	mouse	SCN2A	1.085681499474591	PN36_1_cKO
02_49_54	-3.5738342989288783	8.986861747094897	Neurons	8	cKO	1.6016964172111778	Bae2025	mouse	SCN2A	1.6016964172111778	PN36_1_cKO
02_49_59	-6.87112271674504	-11.70261045139143	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_50_95	-3.021711706002853	-7.084714371374342	Neurons	10	cKO	2.121643413698038	Bae2025	mouse	SCN2A	2.121643413698038	PN36_1_cKO
02_51_26	9.74355995766292	-1.2615994993955817	Oligodendrocytes	5	cKO	1.7170890871329736	Bae2025	mouse	SCN2A	1.7170890871329736	PN36_1_cKO
02_51_36	-3.8899358499847865	-1.6416960541517462	Neurons	2	cKO	2.150278942640017	Bae2025	mouse	SCN2A	2.150278942640017	PN36_1_cKO
02_52_44	0.14713078848490974	7.737599414178637	Neurons	8	cKO	1.275217604043272	Bae2025	mouse	SCN2A	1.275217604043272	PN36_1_cKO
02_52_70	1.5194960843719032	-5.781973797491285	Oligodendrocytes	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_53_09	-9.522838472207686	2.0338504727571283	Neurons	7	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_53_22	-4.522915719827315	-11.904016930273269	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_53_26	-2.398873328050277	10.345788520166186	Neurons	8	cKO	2.3991689728868653	Bae2025	mouse	SCN2A	2.3991689728868653	PN36_1_cKO
02_53_44	-0.32562990375389794	7.351794284173754	Neurons	8	cKO	1.81724930736508	Bae2025	mouse	SCN2A	1.81724930736508	PN36_1_cKO
02_54_17	-9.402274965127608	2.0592699464051996	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_54_65	-2.608158468087814	9.017146628686694	Neurons	8	cKO	1.4769391540352048	Bae2025	mouse	SCN2A	1.4769391540352048	PN36_1_cKO
02_54_76	8.64850151650081	-3.6665184084684577	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_55_01	0.9860808860457924	2.4846022542207513	Neurons	7	cKO	0.9367168432498696	Bae2025	mouse	SCN2A	0.9367168432498696	PN36_1_cKO
02_55_42	-10.191665529092452	3.1075778420656	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_55_52	-0.9440765369736168	8.821133178064136	Neurons	8	cKO	1.6534937134401866	Bae2025	mouse	SCN2A	1.6534937134401866	PN36_1_cKO
02_55_67	-5.114838956674239	-11.499019104650708	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_55_92	7.306726099172929	-4.788745838812086	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_56_01	-6.0771483171783895	-11.572047669103831	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_56_21	-1.3051032412849877	5.371079486200121	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_56_28	1.6030746709502723	6.315541785547045	Neurons	9	cKO	1.3470343723568434	Bae2025	mouse	SCN2A	1.3470343723568434	PN36_1_cKO
02_56_38	-2.4075183857285	7.742027800866869	Neurons	8	cKO	1.731925132516404	Bae2025	mouse	SCN2A	1.731925132516404	PN36_1_cKO
02_56_70	9.755147100607257	-0.915018457582685	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_57_19	2.137712360540726	-0.14925049863615897	Neurons	7	cKO	1.143187913256814	Bae2025	mouse	SCN2A	1.143187913256814	PN36_1_cKO
02_57_49	0.5851887475646522	8.297730964013843	Neurons	8	cKO	1.8380536758531696	Bae2025	mouse	SCN2A	1.8380536758531696	PN36_1_cKO
02_57_50	-2.3541614998184657	8.36909250576189	Neurons	8	cKO	1.3021995009624563	Bae2025	mouse	SCN2A	1.3021995009624563	PN36_1_cKO
02_57_65	3.344350696722367	6.305527728387621	Neurons	9	cKO	1.2456069431859786	Bae2025	mouse	SCN2A	1.2456069431859786	PN36_1_cKO
02_58_14	-3.879279970010421	-7.099027115514967	Neurons	10	cKO	1.305130954012684	Bae2025	mouse	SCN2A	1.305130954012684	PN36_1_cKO
02_58_21	1.0527601253188636	3.2209854539125242	Neurons	7	cKO	1.4707481919584031	Bae2025	mouse	SCN2A	1.4707481919584031	PN36_1_cKO
02_58_51	2.775996566931107	-2.553739744833204	Oligodendrocytes	5	cKO	0.7729028206270896	Bae2025	mouse	SCN2A	0.7729028206270896	PN36_1_cKO
02_58_65	-3.976975559075973	-7.07963843982527	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_58_74	-9.672738908609054	2.9756796773164544	Neurons	2	cKO	1.7769150600795225	Bae2025	mouse	SCN2A	1.7769150600795225	PN36_1_cKO
02_58_96	-10.25219428428044	2.554282229730395	Neurons	2	cKO	1.934005246548995	Bae2025	mouse	SCN2A	1.934005246548995	PN36_1_cKO
02_59_50	2.154907108465531	5.006201785394457	Neurons	9	cKO	1.80862327528006	Bae2025	mouse	SCN2A	1.80862327528006	PN36_1_cKO
02_60_10	3.768174768606522	6.731317561456469	Neurons	9	cKO	2.0572204416075865	Bae2025	mouse	SCN2A	2.0572204416075865	PN36_1_cKO
02_60_20	-0.7945291388832543	6.985917609521654	Neurons	8	cKO	1.6320324906949608	Bae2025	mouse	SCN2A	1.6320324906949608	PN36_1_cKO
02_60_23	1.3032330285705116	2.7801726277559076	Neurons	7	cKO	1.3045826097791502	Bae2025	mouse	SCN2A	1.3045826097791502	PN36_1_cKO
02_60_34	2.1747030030883336	-5.401225048711988	Oligodendrocytes	3	cKO	1.1174961537131138	Bae2025	mouse	SCN2A	1.1174961537131138	PN36_1_cKO
02_60_94	-2.0697538841568446	7.404420893976	Neurons	8	cKO	1.2530011147659323	Bae2025	mouse	SCN2A	1.2530011147659323	PN36_1_cKO
02_61_13	-1.1592087734543297	7.314775031396654	Neurons	8	cKO	1.6693069963502312	Bae2025	mouse	SCN2A	1.6693069963502312	PN36_1_cKO
02_61_51	3.405015112081864	7.020000499078539	Neurons	9	cKO	1.5437008333521065	Bae2025	mouse	SCN2A	1.5437008333521065	PN36_1_cKO
02_61_54	-9.46448790915837	1.90778855640581	Neurons	7	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_61_61	9.748674513021806	-1.0547852699072089	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_62_02	-3.2856906641327357	-6.462594467809889	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_62_22	3.676316858450272	6.521436255761889	Neurons	9	cKO	2.1688383399368427	Bae2025	mouse	SCN2A	2.1688383399368427	PN36_1_cKO
02_62_33	-1.014485834916732	6.916440051385668	Neurons	8	cKO	1.106270528434434	Bae2025	mouse	SCN2A	1.106270528434434	PN36_1_cKO
02_62_55	-5.4936074007355185	-11.845107514074536	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_62_87	-2.7841972101532435	-6.9279164854795665	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_63_35	-10.589470743020676	3.0270622189729486	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_63_61	-10.528874276956222	2.354511779138354	Neurons	2	cKO	1.7900947443555022	Bae2025	mouse	SCN2A	1.7900947443555022	PN36_1_cKO
02_63_75	-10.199639200051925	3.00800566036394	Neurons	2	cKO	2.433175574940355	Bae2025	mouse	SCN2A	2.433175574940355	PN36_1_cKO
02_64_32	8.973251463095048	-2.4688012186796393	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_64_46	9.499438406149247	-1.586420375517103	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_64_53	-2.7092174280487513	9.602995436975268	Neurons	8	cKO	2.463456187096026	Bae2025	mouse	SCN2A	2.463456187096026	PN36_1_cKO
02_65_07	8.868630529562333	-2.582485396078321	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_65_14	-4.148890136560103	-7.210761982610914	Neurons	10	cKO	1.6290837933034763	Bae2025	mouse	SCN2A	1.6290837933034763	PN36_1_cKO
02_65_74	6.867801309744218	-4.429079014471266	Oligodendrocytes	6	cKO	1.3753328022225932	Bae2025	mouse	SCN2A	1.3753328022225932	PN36_1_cKO
02_65_80	-4.5864771593414755	-11.85932012241194	Astrocytes	4	cKO	1.2411008226796716	Bae2025	mouse	SCN2A	1.2411008226796716	PN36_1_cKO
02_67_14	6.383659959951737	-4.951814610174391	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_67_18	-4.416025756677291	-11.892534691503736	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_67_41	-0.17885199077954034	7.172179263421801	Neurons	8	cKO	1.6084281513250784	Bae2025	mouse	SCN2A	1.6084281513250784	PN36_1_cKO
02_67_48	2.9284311544097448	6.154700320550707	Neurons	9	cKO	1.9549471862753447	Bae2025	mouse	SCN2A	1.9549471862753447	PN36_1_cKO
02_67_51	-3.467658399423263	8.47316507656267	Neurons	8	cKO	1.9765962037984477	Bae2025	mouse	SCN2A	1.9765962037984477	PN36_1_cKO
02_67_72	6.25398075691829	-11.798033196142407	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_67_81	0.07379579655299445	6.651397746392992	Neurons	8	cKO	1.2534126988801249	Bae2025	mouse	SCN2A	1.2534126988801249	PN36_1_cKO
02_68_01	8.37442696205745	-4.382925945928785	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_68_02	6.065071226278642	-5.154530007055494	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_68_11	8.10890019051204	-4.251029926946852	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_68_30	-10.315995096048018	2.6095998700349603	Neurons	2	cKO	1.961324378736942	Bae2025	mouse	SCN2A	1.961324378736942	PN36_1_cKO
02_68_69	-10.437838434060714	2.613028806039599	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_68_78	0.9798200141585852	8.468968909570483	Neurons	8	cKO	0.4849076116942988	Bae2025	mouse	SCN2A	0.4849076116942988	PN36_1_cKO
02_68_90	5.4300633680022745	-5.140982586553785	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_69_10	-0.7574892628990624	4.183127921411303	Neurons	7	cKO	1.6283701885221231	Bae2025	mouse	SCN2A	1.6283701885221231	PN36_1_cKO
02_69_20	-10.855360864480636	3.1116173680513177	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_69_61	2.7645860921538854	-5.180465180090162	Oligodendrocytes	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_69_80	-4.347491859277389	-10.106927353552075	Neurons	2	cKO	1.3105445022523414	Bae2025	mouse	SCN2A	1.3105445022523414	PN36_1_cKO
02_70_04	7.96455204598079	-3.583070475271436	Oligodendrocytes	1	cKO	1.2017258347507913	Bae2025	mouse	SCN2A	1.2017258347507913	PN36_1_cKO
02_70_62	6.619857908407548	-4.815070110967848	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_70_82	7.133157373586991	-3.789097506216261	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_70_86	0.8266979467071083	-5.986056286504957	Astrocytes	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_71_17	-2.019487618287704	4.637862723657396	Neurons	8	cKO	1.5192679608049964	Bae2025	mouse	SCN2A	1.5192679608049964	PN36_1_cKO
02_71_31	0.837854982534745	4.237358611413744	Neurons	7	cKO	1.248708931214762	Bae2025	mouse	SCN2A	1.248708931214762	PN36_1_cKO
02_71_49	-4.001843332132003	-1.2686507288725104	Neurons	2	cKO	1.374119006559272	Bae2025	mouse	SCN2A	1.374119006559272	PN36_1_cKO
02_71_77	-3.611409066995285	-1.5119009796888556	Neurons	2	cKO	2.3954745502413024	Bae2025	mouse	SCN2A	2.3954745502413024	PN36_1_cKO
02_72_02	9.599295736471513	-2.8190564696104254	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_72_17	-3.0164734114014125	6.455794375726488	Neurons	8	cKO	1.949624824294217	Bae2025	mouse	SCN2A	1.949624824294217	PN36_1_cKO
02_72_30	1.1262167703307655	2.9835677560060296	Neurons	7	cKO	1.3548146757612978	Bae2025	mouse	SCN2A	1.3548146757612978	PN36_1_cKO
02_72_45	-4.528363107522628	-11.655725914648269	Astrocytes	4	cKO	1.4845477697547902	Bae2025	mouse	SCN2A	1.4845477697547902	PN36_1_cKO
02_72_47	3.355058551946976	-5.0367655340940685	Oligodendrocytes	6	cKO	0.9232467556879372	Bae2025	mouse	SCN2A	0.9232467556879372	PN36_1_cKO
02_72_55	9.646732450643876	-1.2191735092909064	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_72_58	-5.512430070718429	-12.013721901586743	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_72_90	-5.694465040048263	-11.45697351138899	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_72_94	8.376410604635575	-3.8923041407377448	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_72_96	9.69875443092952	-0.689130264929029	Oligodendrocytes	5	cKO	0.5648185275880537	Bae2025	mouse	SCN2A	0.5648185275880537	PN36_1_cKO
02_73_22	6.1302186261809855	-12.43335290592024	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_73_28	3.477491737524369	7.053912680932787	Neurons	9	cKO	2.118482090883436	Bae2025	mouse	SCN2A	2.118482090883436	PN36_1_cKO
02_73_71	-3.0861006964050746	6.617515605279711	Neurons	8	cKO	1.7266490527899507	Bae2025	mouse	SCN2A	1.7266490527899507	PN36_1_cKO
02_73_88	-4.775896905740401	-10.748115975073071	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_74_04	9.70162022225032	-0.9000763479978766	Oligodendrocytes	5	cKO	1.6630414903143549	Bae2025	mouse	SCN2A	1.6630414903143549	PN36_1_cKO
02_74_22	6.408280969778398	-4.869768101385328	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_74_41	2.8719400178588415	-2.5361141745359626	Oligodendrocytes	5	cKO	0.9065623362498656	Bae2025	mouse	SCN2A	0.9065623362498656	PN36_1_cKO
02_75_04	3.191171289602616	7.132274669000414	Neurons	9	cKO	0.9017948392692487	Bae2025	mouse	SCN2A	0.9017948392692487	PN36_1_cKO
02_75_44	-5.387557863076827	-11.16001649539778	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_75_46	7.73336422554622	-3.0540182177335944	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_76_32	1.1544563781417396	4.114102881738451	Neurons	7	cKO	1.0784060620887903	Bae2025	mouse	SCN2A	1.0784060620887903	PN36_1_cKO
02_76_33	8.365135313192704	-4.159119803121778	Oligodendrocytes	1	cKO	1.1785684649523307	Bae2025	mouse	SCN2A	1.1785684649523307	PN36_1_cKO
02_76_58	-1.817845462640426	4.952333014795092	Neurons	8	cKO	1.39020708243973	Bae2025	mouse	SCN2A	1.39020708243973	PN36_1_cKO
02_77_13	-0.6172257948719475	7.762413066217211	Neurons	8	cKO	1.3768258441172798	Bae2025	mouse	SCN2A	1.3768258441172798	PN36_1_cKO
02_77_17	-0.00537466891636589	-6.33282275836775	Neurons	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_77_69	9.602663160482743	-0.7872458879263129	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_13	-6.8958104837738485	-12.036778885534495	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_14	-5.985752939065597	-11.267906624487134	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_21	8.060605169454911	-3.8313176218778815	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_36	-2.8678151357971644	7.933947127649096	Neurons	8	cKO	1.7594818527198726	Bae2025	mouse	SCN2A	1.7594818527198726	PN36_1_cKO
02_78_41	-10.42552363761296	2.449705642053393	Neurons	2	cKO	1.935018278274633	Bae2025	mouse	SCN2A	1.935018278274633	PN36_1_cKO
02_78_47	1.1236517440475011	6.259920161554125	Neurons	8	cKO	1.765069014640549	Bae2025	mouse	SCN2A	1.765069014640549	PN36_1_cKO
02_78_53	6.134957910696366	-12.617971855810376	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_58	-10.624797700723311	2.892170947381762	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_63	-10.330983995278975	2.90488271076372	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_78_88	-2.3345164049469447	-6.889161068609449	Neurons	10	cKO	2.0568485310217315	Bae2025	mouse	SCN2A	2.0568485310217315	PN36_1_cKO
02_79_15	0.33412307612071296	2.457811396905688	Neurons	7	cKO	0.9557822967654672	Bae2025	mouse	SCN2A	0.9557822967654672	PN36_1_cKO
02_79_26	6.295716406027177	-11.97001882236311	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_79_76	-3.3417726744019007	-6.7990703169615	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_79_77	-5.091887830575606	-13.133178192785474	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_80_15	-3.791131852944992	8.58712057430437	Neurons	8	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_80_19	-10.70225703605046	3.0352333005159173	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_80_35	1.7297552835143593	5.213099044153002	Neurons	9	cKO	1.470685483459078	Bae2025	mouse	SCN2A	1.470685483459078	PN36_1_cKO
02_80_75	-3.310589431604049	8.35767893154314	Neurons	8	cKO	1.7691027546508635	Bae2025	mouse	SCN2A	1.7691027546508635	PN36_1_cKO
02_81_22	-3.732609628518722	-6.76196618717024	Neurons	10	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_81_39	-4.718737481912276	-1.792628604582044	Neurons	2	cKO	1.8862216523735504	Bae2025	mouse	SCN2A	1.8862216523735504	PN36_1_cKO
02_81_54	-0.23888759203781823	7.286410373040941	Neurons	8	cKO	1.485406215369942	Bae2025	mouse	SCN2A	1.485406215369942	PN36_1_cKO
02_82_21	6.307983995596269	-11.661879975012036	Endothelial cells	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_82_41	0.7488142263091591	4.568115275689867	Neurons	7	cKO	1.5799723332223174	Bae2025	mouse	SCN2A	1.5799723332223174	PN36_1_cKO
02_82_49	8.569831014791825	-3.843463379553053	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_82_63	-3.8751515138946986	8.105484526941089	Neurons	2	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_83_51	3.298813701788285	7.199758094140795	Neurons	9	cKO	1.2111604894174424	Bae2025	mouse	SCN2A	1.2111604894174424	PN36_1_cKO
02_83_77	-1.5722339142166588	9.093658965417651	Neurons	8	cKO	1.8194761936078343	Bae2025	mouse	SCN2A	1.8194761936078343	PN36_1_cKO
02_84_19	2.342862487951615	-5.304850536993238	Oligodendrocytes	3	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_84_56	-10.512286065896651	2.7994356568544183	Neurons	2	cKO	2.5277396826661125	Bae2025	mouse	SCN2A	2.5277396826661125	PN36_1_cKO
02_84_60	7.682644964376786	-3.2794262949735846	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_84_76	1.6589266072906044	4.647206824609545	Neurons	7	cKO	1.393879541674363	Bae2025	mouse	SCN2A	1.393879541674363	PN36_1_cKO
02_84_87	9.007360578695634	-2.6852275912077155	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_85_20	-5.193301557382247	-11.4557184759886	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_85_83	-1.9328711021744225	7.411818068811205	Neurons	8	cKO	1.4301469431673663	Bae2025	mouse	SCN2A	1.4301469431673663	PN36_1_cKO
02_85_94	1.1315579425490885	2.175197642633227	Neurons	7	cKO	0.6009359547947786	Bae2025	mouse	SCN2A	0.6009359547947786	PN36_1_cKO
02_86_01	-2.258857129892013	9.98098043758562	Neurons	8	cKO	1.3449111434377914	Bae2025	mouse	SCN2A	1.3449111434377914	PN36_1_cKO
02_86_04	-0.2157492775522683	7.488381903955248	Neurons	8	cKO	1.5360729500648114	Bae2025	mouse	SCN2A	1.5360729500648114	PN36_1_cKO
02_86_85	1.027572394529679	6.4605160172670155	Neurons	8	cKO	1.3897040251285604	Bae2025	mouse	SCN2A	1.3897040251285604	PN36_1_cKO
02_86_94	-1.8182383764587853	7.528467696496752	Neurons	8	cKO	1.552152517525107	Bae2025	mouse	SCN2A	1.552152517525107	PN36_1_cKO
02_87_44	6.736753107229569	-4.732540089300367	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_87_72	-2.171856044610641	9.45513300258806	Neurons	8	cKO	1.3545159861326568	Bae2025	mouse	SCN2A	1.3545159861326568	PN36_1_cKO
02_87_91	3.571870924154618	-5.021309811285231	Oligodendrocytes	6	cKO	0.9888155087325184	Bae2025	mouse	SCN2A	0.9888155087325184	PN36_1_cKO
02_88_01	-3.900471805413864	-6.681709248235914	Neurons	10	cKO	1.6703568623472915	Bae2025	mouse	SCN2A	1.6703568623472915	PN36_1_cKO
02_88_09	-0.7639727581345055	4.85553697902849	Neurons	8	cKO	1.3206706079590025	Bae2025	mouse	SCN2A	1.3206706079590025	PN36_1_cKO
02_88_22	9.043589712301593	-3.667246061971875	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_30	7.644103170553544	-3.031502443960401	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_46	-0.8081394124828789	7.543191474267748	Neurons	8	cKO	1.7296636180171174	Bae2025	mouse	SCN2A	1.7296636180171174	PN36_1_cKO
02_88_47	-10.818754075845382	0.46620915491273734	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_59	8.126401067892411	-4.020899254492018	Oligodendrocytes	1	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_61	7.129636884847978	-5.294003922155592	Oligodendrocytes	6	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_71	2.711876512686112	-2.5275034491331305	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_88_75	-2.2001186598144984	7.4492206986635	Neurons	8	cKO	1.257425316000634	Bae2025	mouse	SCN2A	1.257425316000634	PN36_1_cKO
02_89_24	9.682332159201003	-1.5235175673277106	Oligodendrocytes	5	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_89_45	-5.36216390021672	-11.909792381933425	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_89_52	2.081913829962113	-0.23430227082082897	Neurons	7	cKO	1.4215807859633216	Bae2025	mouse	SCN2A	1.4215807859633216	PN36_1_cKO
02_89_68	2.9128764878905797	-2.481692988088819	Oligodendrocytes	5	cKO	1.548447437802191	Bae2025	mouse	SCN2A	1.548447437802191	PN36_1_cKO
02_89_87	-5.495490430673263	-11.58323903720686	Astrocytes	4	cKO	0	Bae2025	mouse	SCN2A	0	PN36_1_cKO
02_89_89	-0.7022887904249642	8.426640075036792	Neurons	8	cKO	0.5473103571003972	Bae2025	mouse	SCN2A	0.5473103571003972	PN36_1_cKO
02_90_08	1.165663362661698	4.69108967144182	Neurons	7	cKO	1.022334409745524	Bae2025	mouse	SCN2A	1.022334409745524	PN36_1_cKO
